metric_item_label,geo_label_citystate,geo_label_state,year,year1,value,race,gender,race_gender,race_gender1,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high
All Cancer Deaths,"Chicago, IL",IL,2015,2015,230.9068571,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,225.2463464,236.6917291
All Cancer Deaths,"Washington, DC",DC,2015,2015,209.8209685,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,201.2867697,218.6803568
All Cancer Deaths,"Memphis, TN",TN,2022,2022,198.7072045,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,188.6172672,209.2584099
All Cancer Deaths,"Houston, TX",TX,2022,2022,204.9650728,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,196.1319403,214.1285966
All Cancer Deaths,"Detroit, MI",MI,2014,2014,89.6211226,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,58.52882204,134.1289197
All Cancer Deaths,"New York City, NY",NY,2014,2014,98.77051308,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,95.4733574,102.1582146
All Cancer Deaths,"Phoenix, AZ",AZ,2011,2011,150.4077046,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,145.4757065,155.4925253
All Cancer Deaths,"Minneapolis, MN",MN,2018,2018,171.0295847,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,158.9193037,183.9068834
All Cancer Deaths,"Dallas, TX",TX,2022,2022,178.8980888,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,168.1037025,190.2612191
All Cancer Deaths,"Philadelphia, PA",PA,2022,2022,183.4201691,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,176.2508167,190.8442201
All Cancer Deaths,"San Francisco, CA",CA,2015,2015,253.7974034,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,230.4173119,279.3517309
All Cancer Deaths,"Philadelphia, PA",PA,2022,2022,189.3694071,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,181.8258129,197.1843231
All Cancer Deaths,"Philadelphia, PA",PA,2014,2014,97.15847289,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,82.64371762,113.8195711
All Cancer Deaths,"Oakland, CA",CA,2015,2015,228.0689568,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,212.464409,244.7214267
All Cancer Deaths,"San Antonio, TX",TX,2022,2022,234.1427453,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,208.9241646,262.1134271
All Cancer Deaths,"Kansas City, MO",MO,2017,2017,197.6077549,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,186.5499384,209.1960053
All Cancer Deaths,"Houston, TX",TX,2014,2014,126.5054198,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,118.2401352,135.2543014
All Cancer Deaths,"Memphis, TN",TN,2022,2022,219.3934157,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,206.4485451,233.0737846
All Cancer Deaths,"Seattle, WA",WA,2022,2022,319.6824476,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,270.4897613,376.3252758
All Cancer Deaths,"Tucson, AZ",AZ,2010,2010,168.3005772,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,152.9179252,184.9380604
All Cancer Deaths,"Louisville, KY",KY,2010,2010,190.7584528,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,183.4445609,198.3458513
All Cancer Deaths,"Philadelphia, PA",PA,2011,2011,179.2706156,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,174.2395231,184.4293467
All Cancer Deaths,"Tucson, AZ",AZ,2015,2015,217.4333508,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,175.7910193,269.2428538
All Cancer Deaths,"Las Vegas, NV",NV,2014,2014,173.7987741,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,162.7658794,185.4784293
All Cancer Deaths,"Phoenix, AZ",AZ,2010,2010,116.6773222,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,105.467797,128.9382914
All Cancer Deaths,"Oakland, CA",CA,2015,2015,105.9045562,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,82.44888172,135.0320614
All Cancer Deaths,"Baltimore, MD",MD,2015,2015,263.9620152,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,252.3249291,276.0405834
All Cancer Deaths,"San Francisco, CA",CA,2015,2015,102.777354,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,87.91379878,119.5750803
All Cancer Deaths,"Oakland, CA",CA,2010,2010,75.35241031,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,58.16441615,96.69634531
All Cancer Deaths,"Louisville, KY",KY,2022,2022,218.5431536,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,201.299384,237.0443126
All Cancer Deaths,"Los Angeles, CA",CA,2010,2010,128.1589162,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,122.8412412,133.66614
All Cancer Deaths,"Milwaukee, WI",WI,2014,2014,243.6101351,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,229.4877439,258.5103932
All Cancer Deaths,"Seattle, WA",WA,2014,2014,219.0318359,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,194.2513679,246.3083603
All Cancer Deaths,"San Diego, CA",CA,2010,2010,136.3968071,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,125.161147,148.4114469
All Cancer Deaths,"Chicago, IL",IL,2010,2010,117.5529409,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,108.7743917,127.027895
All Cancer Deaths,"Detroit, MI",MI,2015,2015,93.21072923,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,61.66266959,138.2924973
All Cancer Deaths,"Minneapolis, MN",MN,2017,2017,167.9370856,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,155.842454,180.8381593
All Cancer Deaths,"Portland, OR",OR,2022,2022,197.4275531,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,185.8628938,209.5951465
All Cancer Deaths,"New York City, NY",NY,2018,2018,145.1255803,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,142.9602769,147.3176877
All Cancer Deaths,"Phoenix, AZ",AZ,2013,2013,167.4930307,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,160.9536114,174.2532432
All Cancer Deaths,"Cleveland, OH",OH,2015,2015,122.086988,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,89.42069385,163.5520687
All Cancer Deaths,"Memphis, TN",TN,2015,2015,120.9086157,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,61.20581129,237.0288938
All Cancer Deaths,"Dallas, TX",TX,2014,2014,223.2045499,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,212.6857119,234.1701968
All Cancer Deaths,"Indianapolis, IN",IN,2010,2010,101.7813412,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,60.06521645,167.2162212
All Cancer Deaths,"Indianapolis, IN",IN,2011,2011,215.267509,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,208.132048,222.6213174
All Cancer Deaths,"Oklahoma City, OK",OK,2022,2022,170.7159405,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,159.574677,182.5319741
All Cancer Deaths,"Kansas City, MO",MO,2010,2010,101.1158544,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,69.52004772,143.7785973
All Cancer Deaths,"Denver, CO",CO,2011,2011,162.7840099,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,155.1044577,170.9120539
All Cancer Deaths,"New York City, NY",NY,2015,2015,95.95573729,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,92.75001515,99.24943127
All Cancer Deaths,"San Antonio, TX",TX,2015,2015,122.0045528,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,115.9417383,128.3158601
All Cancer Deaths,"Detroit, MI",MI,2010,2010,157.9885465,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,115.2874045,213.7603261
All Cancer Deaths,"Philadelphia, PA",PA,2014,2014,220.8118653,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,214.2257317,227.567168
All Cancer Deaths,"Oklahoma City, OK",OK,2014,2014,193.5829077,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,174.9939963,213.7941502
All Cancer Deaths,"Charlotte, NC",NC,2010,2010,96.24577571,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,59.64289082,151.8907189
All Cancer Deaths,"Detroit, MI",MI,2017,2017,209.436155,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,199.8887142,219.361169
All Cancer Deaths,"Columbus, OH",OH,2022,2022,164.7129317,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,154.4871205,175.5140468
All Cancer Deaths,"Chicago, IL",IL,2012,2012,217.9346448,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,212.557332,223.4221683
All Cancer Deaths,"San Francisco, CA",CA,2016,2016,93.51746816,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,79.53044389,109.4070961
All Cancer Deaths,"Portland, OR",OR,2010,2010,92.55503179,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,56.40485821,160.3647296
All Cancer Deaths,"Charlotte, NC",NC,2018,2018,159.9739102,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,151.4529906,168.899105
All Cancer Deaths,"Indianapolis, IN",IN,2016,2016,70.31573805,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,41.89187871,116.1167069
All Cancer Deaths,"Cleveland, OH",OH,2014,2014,243.0381868,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,230.9088945,255.7398833
All Cancer Deaths,"Charlotte, NC",NC,2014,2014,179.0494629,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,167.8368372,190.9676735
All Cancer Deaths,"Philadelphia, PA",PA,2010,2010,116.0738934,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,99.9300172,134.5937283
All Cancer Deaths,"Houston, TX",TX,2010,2010,138.3089706,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,129.4874284,147.637832
All Cancer Deaths,"Detroit, MI",MI,2016,2016,93.42852288,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,64.33996729,133.0382572
All Cancer Deaths,"New York City, NY",NY,2016,2016,93.10810636,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,90.01944683,96.28057401
All Cancer Deaths,"Kansas City, MO",MO,2011,2011,188.9739232,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,179.770431,198.6159803
All Cancer Deaths,"Cleveland, OH",OH,2018,2018,240.7670521,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,227.6928932,254.4826296
All Cancer Deaths,"Dallas, TX",TX,2010,2010,110.3057294,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,98.80125691,123.0466655
All Cancer Deaths,"Kansas City, MO",MO,2016,2016,108.2742727,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,75.33943336,152.8058253
All Cancer Deaths,"Minneapolis, MN",MN,2014,2014,204.3170459,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,178.3100554,233.9442369
All Cancer Deaths,"San Francisco, CA",CA,2017,2017,89.91190634,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,76.41222901,105.2321431
All Cancer Deaths,"Philadelphia, PA",PA,2016,2016,90.21611373,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,76.78082526,105.706526
All Cancer Deaths,"Boston, MA",MA,2014,2014,166.2893615,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,154.3457363,178.9712021
All Cancer Deaths,"Boston, MA",MA,2017,2017,172.8412091,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,163.4397552,182.6876277
All Cancer Deaths,"Cleveland, OH",OH,2011,2011,236.1935234,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,223.0716496,250.2674034
All Cancer Deaths,"Las Vegas, NV",NV,2010,2010,92.09120073,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,82.37337973,102.9112397
All Cancer Deaths,"Seattle, WA",WA,2010,2010,121.4016657,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,74.85956741,190.7851136
All Cancer Deaths,"Long Beach, CA",CA,2011,2011,136.2583708,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,119.383135,155.3043143
All Cancer Deaths,"Charlotte, NC",NC,2011,2011,148.4681708,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,141.3143177,155.9460563
All Cancer Deaths,"Seattle, WA",WA,2011,2011,143.816944,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,136.2732889,151.7674636
All Cancer Deaths,"Chicago, IL",IL,2014,2014,233.291423,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,227.5830312,239.1233943
All Cancer Deaths,"Denver, CO",CO,2014,2014,211.1515645,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,190.59524,233.457776
All Cancer Deaths,"Tucson, AZ",AZ,2011,2011,164.4252141,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,152.2217502,177.3933328
All Cancer Deaths,"Los Angeles, CA",CA,2017,2017,100.5986352,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,96.41236232,104.9375955
All Cancer Deaths,"Detroit, MI",MI,2015,2015,210.0712829,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,200.3526354,220.1912819
All Cancer Deaths,"Seattle, WA",WA,2013,2013,236.3253325,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,210.2558353,264.9874072
All Cancer Deaths,"San Diego, CA",CA,2017,2017,108.8425938,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,99.31579883,119.0985574
All Cancer Deaths,"San Diego, CA",CA,2011,2011,131.3201647,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,122.4226301,140.7272918
All Cancer Deaths,"Long Beach, CA",CA,2017,2017,103.3820239,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,87.28801398,121.8596441
All Cancer Deaths,"San Antonio, TX",TX,2010,2010,150.0559933,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,143.2338231,157.1372148
All Cancer Deaths,"San Francisco, CA",CA,2014,2014,245.4018506,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,222.8672395,270.0282526
All Cancer Deaths,"San Diego, CA",CA,2014,2014,187.8684759,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,170.180511,207.0292614
All Cancer Deaths,"Baltimore, MD",MD,2017,2017,234.7985695,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,224.0759837,245.9496346
All Cancer Deaths,"Indianapolis, IN",IN,2011,2011,83.02635442,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,56.56180893,119.4875364
All Cancer Deaths,"Boston, MA",MA,2017,2017,70.78302481,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,57.39955825,86.84652481
All Cancer Deaths,"Minneapolis, MN",MN,2017,2017,91.08237248,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,39.12981929,197.4378225
All Cancer Deaths,"Memphis, TN",TN,2011,2011,164.6708037,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,155.6859809,174.2055049
All Cancer Deaths,"Minneapolis, MN",MN,2022,2022,170.2430823,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,155.0419882,186.6951997
All Cancer Deaths,"Philadelphia, PA",PA,2011,2011,206.0855439,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,200.0386486,212.3563684
All Cancer Deaths,"New York City, NY",NY,2017,2017,89.62963876,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,86.64983899,92.69088365
All Cancer Deaths,"Long Beach, CA",CA,2014,2014,215.2927098,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,189.560825,244.6114109
All Cancer Deaths,"Boston, MA",MA,2012,2012,214.0571079,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,203.0365178,225.5728694
All Cancer Deaths,"Oklahoma City, OK",OK,2017,2017,80.94279036,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,58.44902248,110.257318
All Cancer Deaths,"Phoenix, AZ",AZ,2014,2014,155.2225055,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,137.9641958,174.4252488
All Cancer Deaths,"Baltimore, MD",MD,2011,2011,48.69397631,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,24.77824135,87.31912339
All Cancer Deaths,"El Paso, TX",TX,2011,2011,175.561191,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,162.8677849,189.2472997
All Cancer Deaths,"Dallas, TX",TX,2017,2017,91.36933272,Hispanic,Female,Hispanic Female,Hispanic Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,81.68220273,102.0410319
All Cancer Deaths,"Kansas City, MO",MO,2011,2011,98.3879195,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,74.16808916,128.6106515
All Cancer Deaths,"Las Vegas, NV",NV,2011,2011,148.3627914,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,143.9189557,152.9167597
